vdc,ward,parcel_id,landuse, 
इनर्वामाल,1 क,65,कृषि क्षेत्र,
इनर्वामाल,1 क,66,कृषि क्षेत्र,
इनर्वामाल,1 क,68,कृषि क्षेत्र,
इनर्वामाल,1 क,69,कृषि क्षेत्र,
इनर्वामाल,1 क,70,आवासीय क्षेत्र,
इनर्वामाल,1 क,71,आवासीय क्षेत्र,
इनर्वामाल,1 क,72,आवासीय क्षेत्र,
इनर्वामाल,1 क,73,आवासीय क्षेत्र,
इनर्वामाल,1 क,74,"नदी, खोला, ताल, सिमसार क्षेत्र",
इनर्वामाल,1 क,75,आवासीय क्षेत्र,
इनर्वामाल,1 क,76,आवासीय क्षेत्र,
इनर्वामाल,1 क,77,आवासीय क्षेत्र,
इनर्वामाल,1 क,78,आवासीय क्षेत्र,
इनर्वामाल,1 क,80,आवासीय क्षेत्र,
इनर्वामाल,1 क,81,कृषि क्षेत्र,
इनर्वामाल,1 क,82,कृषि क्षेत्र,
इनर्वामाल,1 क,83,कृषि क्षेत्र,
इनर्वामाल,1 क,84,कृषि क्षेत्र,
इनर्वामाल,1 क,85,कृषि क्षेत्र,
इनर्वामाल,1 क,86,कृषि क्षेत्र,
इनर्वामाल,1 क,88,कृषि क्षेत्र,
इनर्वामाल,1 क,90,कृषि क्षेत्र,
इनर्वामाल,1 क,91,आवासीय क्षेत्र,
इनर्वामाल,1 क,92,आवासीय क्षेत्र,
इनर्वामाल,1 क,93,कृषि क्षेत्र,
इनर्वामाल,1 क,94,कृषि क्षेत्र,
इनर्वामाल,1 क,95,आवासीय क्षेत्र,
इनर्वामाल,1 क,96,आवासीय क्षेत्र,
इनर्वामाल,1 क,97,कृषि क्षेत्र,
इनर्वामाल,1 क,98,कृषि क्षेत्र,
इनर्वामाल,1 क,99,कृषि क्षेत्र,
इनर्वामाल,1 क,100,कृषि क्षेत्र,
इनर्वामाल,1 क,101,कृषि क्षेत्र,
इनर्वामाल,1 क,102,कृषि क्षेत्र,
इनर्वामाल,1 क,103,कृषि क्षेत्र,
इनर्वामाल,1 क,104,कृषि क्षेत्र,
इनर्वामाल,1 क,105,कृषि क्षेत्र,
इनर्वामाल,1 क,106,कृषि क्षेत्र,
इनर्वामाल,1 क,108,कृषि क्षेत्र,
इनर्वामाल,1 क,109,कृषि क्षेत्र,
इनर्वामाल,1 क,109,आवासीय क्षेत्र,
इनर्वामाल,1 क,110,कृषि क्षेत्र,
इनर्वामाल,1 क,115,आवासीय क्षेत्र,
इनर्वामाल,1 क,116,आवासीय क्षेत्र,
इनर्वामाल,1 क,116,आवासीय क्षेत्र,
इनर्वामाल,1 क,118,कृषि क्षेत्र,
इनर्वामाल,1 क,120,कृषि क्षेत्र,
इनर्वामाल,1 क,121,आवासीय क्षेत्र,
इनर्वामाल,1 क,124,आवासीय क्षेत्र,
इनर्वामाल,1 क,125,आवासीय क्षेत्र,
इनर्वामाल,1 क,126,आवासीय क्षेत्र,
इनर्वामाल,1 क,127,आवासीय क्षेत्र,
इनर्वामाल,1 क,128,आवासीय क्षेत्र,
इनर्वामाल,1 क,132,आवासीय क्षेत्र,
इनर्वामाल,1 क,133,आवासीय क्षेत्र,
इनर्वामाल,1 क,134,आवासीय क्षेत्र,
इनर्वामाल,1 क,135,आवासीय क्षेत्र,
इनर्वामाल,1 क,136,आवासीय क्षेत्र,
इनर्वामाल,1 क,138,आवासीय क्षेत्र,
इनर्वामाल,1 क,140,आवासीय क्षेत्र,
इनर्वामाल,1 क,142,कृषि क्षेत्र,
इनर्वामाल,1 क,142,कृषि क्षेत्र,
इनर्वामाल,1 क,143,आवासीय क्षेत्र,
इनर्वामाल,1 क,144,आवासीय क्षेत्र,
इनर्वामाल,1 क,145,आवासीय क्षेत्र,
इनर्वामाल,1 क,146,आवासीय क्षेत्र,
इनर्वामाल,1 क,150,आवासीय क्षेत्र,
इनर्वामाल,1 क,152,कृषि क्षेत्र,
इनर्वामाल,1 क,153,कृषि क्षेत्र,
इनर्वामाल,1 क,155,कृषि क्षेत्र,
इनर्वामाल,1 क,156,आवासीय क्षेत्र,
इनर्वामाल,1 क,156,आवासीय क्षेत्र,
इनर्वामाल,1 क,157,कृषि क्षेत्र,
इनर्वामाल,1 क,158,आवासीय क्षेत्र,
इनर्वामाल,1 क,160,आवासीय क्षेत्र,
इनर्वामाल,1 क,161,आवासीय क्षेत्र,
इनर्वामाल,1 क,162,आवासीय क्षेत्र,
इनर्वामाल,1 क,164,आवासीय क्षेत्र,
इनर्वामाल,1 क,165,आवासीय क्षेत्र,
इनर्वामाल,1 क,166,आवासीय क्षेत्र,
इनर्वामाल,1 क,166,आवासीय क्षेत्र,
इनर्वामाल,1 क,167,आवासीय क्षेत्र,
इनर्वामाल,1 क,168,आवासीय क्षेत्र,
इनर्वामाल,1 क,169,आवासीय क्षेत्र,
इनर्वामाल,1 क,170,आवासीय क्षेत्र,
इनर्वामाल,1 क,171,आवासीय क्षेत्र,
इनर्वामाल,1 क,172,आवासीय क्षेत्र,
इनर्वामाल,1 क,176,आवासीय क्षेत्र,
इनर्वामाल,1 क,177,आवासीय क्षेत्र,
इनर्वामाल,1 क,178,आवासीय क्षेत्र,
इनर्वामाल,1 क,179,आवासीय क्षेत्र,
इनर्वामाल,1 क,181,कृषि क्षेत्र,
इनर्वामाल,1 क,184,कृषि क्षेत्र,
इनर्वामाल,1 क,185,कृषि क्षेत्र,
इनर्वामाल,1 क,186,कृषि क्षेत्र,
इनर्वामाल,1 क,188,कृषि क्षेत्र,
इनर्वामाल,1 क,190,आवासीय क्षेत्र,
इनर्वामाल,1 क,194,कृषि क्षेत्र,
इनर्वामाल,1 क,195,कृषि क्षेत्र,
इनर्वामाल,1 क,196,कृषि क्षेत्र,
इनर्वामाल,1 क,197,कृषि क्षेत्र,
इनर्वामाल,1 क,198,कृषि क्षेत्र,
इनर्वामाल,1 क,201,आवासीय क्षेत्र,
इनर्वामाल,1 क,202,आवासीय क्षेत्र,
इनर्वामाल,1 क,203,आवासीय क्षेत्र,
इनर्वामाल,1 क,204,आवासीय क्षेत्र,
इनर्वामाल,1 क,205,आवासीय क्षेत्र,
इनर्वामाल,1 क,207,आवासीय क्षेत्र,
इनर्वामाल,1 क,210,आवासीय क्षेत्र,
इनर्वामाल,1 क,211,आवासीय क्षेत्र,
इनर्वामाल,1 क,213,आवासीय क्षेत्र,
इनर्वामाल,1 क,214,आवासीय क्षेत्र,
इनर्वामाल,1 क,216,आवासीय क्षेत्र,
इनर्वामाल,1 क,217,आवासीय क्षेत्र,
इनर्वामाल,1 क,219,आवासीय क्षेत्र,
इनर्वामाल,1 क,220,आवासीय क्षेत्र,
इनर्वामाल,1 क,221,आवासीय क्षेत्र,
इनर्वामाल,1 क,225,आवासीय क्षेत्र,
इनर्वामाल,1 क,231,आवासीय क्षेत्र,
इनर्वामाल,1 क,234,कृषि क्षेत्र,
इनर्वामाल,1 क,235,कृषि क्षेत्र,
इनर्वामाल,1 क,236,कृषि क्षेत्र,
इनर्वामाल,1 क,239,कृषि क्षेत्र,
इनर्वामाल,1 क,240,कृषि क्षेत्र,
इनर्वामाल,1 क,244,कृषि क्षेत्र,
इनर्वामाल,1 क,245,कृषि क्षेत्र,
इनर्वामाल,1 क,247,आवासीय क्षेत्र,
इनर्वामाल,1 क,247,कृषि क्षेत्र,
इनर्वामाल,1 क,249,आवासीय क्षेत्र,
इनर्वामाल,1 क,250,आवासीय क्षेत्र,
इनर्वामाल,1 क,251,आवासीय क्षेत्र,
इनर्वामाल,1 क,252,आवासीय क्षेत्र,
इनर्वामाल,1 क,253,आवासीय क्षेत्र,
इनर्वामाल,1 क,254,आवासीय क्षेत्र,
इनर्वामाल,1 क,255,आवासीय क्षेत्र,
इनर्वामाल,1 क,255,कृषि क्षेत्र,
इनर्वामाल,1 क,260,कृषि क्षेत्र,
इनर्वामाल,1 क,261,कृषि क्षेत्र,
इनर्वामाल,1 क,262,कृषि क्षेत्र,
इनर्वामाल,1 क,263,कृषि क्षेत्र,
इनर्वामाल,1 क,265,कृषि क्षेत्र,
इनर्वामाल,1 क,266,कृषि क्षेत्र,
इनर्वामाल,1 क,267,कृषि क्षेत्र,
इनर्वामाल,1 क,268,कृषि क्षेत्र,
इनर्वामाल,1 क,268,कृषि क्षेत्र,
इनर्वामाल,1 क,271,कृषि क्षेत्र,
इनर्वामाल,1 क,272,कृषि क्षेत्र,
इनर्वामाल,1 क,274,कृषि क्षेत्र,
इनर्वामाल,1 क,276,कृषि क्षेत्र,
इनर्वामाल,1 क,277,कृषि क्षेत्र,
इनर्वामाल,1 क,279,कृषि क्षेत्र,
इनर्वामाल,1 क,280,कृषि क्षेत्र,
इनर्वामाल,1 क,281,कृषि क्षेत्र,
इनर्वामाल,1 क,282,कृषि क्षेत्र,
इनर्वामाल,1 क,283,कृषि क्षेत्र,
इनर्वामाल,1 क,284,कृषि क्षेत्र,
इनर्वामाल,1 क,285,कृषि क्षेत्र,
इनर्वामाल,1 क,286,कृषि क्षेत्र,
इनर्वामाल,1 क,288,कृषि क्षेत्र,
इनर्वामाल,1 क,288,कृषि क्षेत्र,
इनर्वामाल,1 क,289,कृषि क्षेत्र,
इनर्वामाल,1 क,290,कृषि क्षेत्र,
इनर्वामाल,1 क,291,कृषि क्षेत्र,
इनर्वामाल,1 क,296,कृषि क्षेत्र,
इनर्वामाल,1 क,301,कृषि क्षेत्र,
इनर्वामाल,1 क,303,आवासीय क्षेत्र,
इनर्वामाल,1 क,304,आवासीय क्षेत्र,
इनर्वामाल,1 क,305,आवासीय क्षेत्र,
इनर्वामाल,1 क,309,आवासीय क्षेत्र,
इनर्वामाल,1 क,310,कृषि क्षेत्र,
इनर्वामाल,1 क,310,कृषि क्षेत्र,
इनर्वामाल,1 क,310,आवासीय क्षेत्र,
इनर्वामाल,1 क,310,आवासीय क्षेत्र,
इनर्वामाल,1 क,310,आवासीय क्षेत्र,
इनर्वामाल,1 क,310,आवासीय क्षेत्र,
इनर्वामाल,1 क,312,आवासीय क्षेत्र,
इनर्वामाल,1 क,313,कृषि क्षेत्र,
इनर्वामाल,1 क,314,कृषि क्षेत्र,
इनर्वामाल,1 क,315,कृषि क्षेत्र,
इनर्वामाल,1 क,317,आवासीय क्षेत्र,
इनर्वामाल,1 क,317,कृषि क्षेत्र,
इनर्वामाल,1 क,317,कृषि क्षेत्र,
इनर्वामाल,1 क,317,कृषि क्षेत्र,
इनर्वामाल,1 क,317,कृषि क्षेत्र,
इनर्वामाल,1 क,317,कृषि क्षेत्र,
इनर्वामाल,1 क,317,कृषि क्षेत्र,
इनर्वामाल,1 क,317,कृषि क्षेत्र,
इनर्वामाल,1 क,317,कृषि क्षेत्र,
इनर्वामाल,1 क,317,कृषि क्षेत्र,
इनर्वामाल,1 क,317,आवासीय क्षेत्र,
इनर्वामाल,1 क,317,आवासीय क्षेत्र,
इनर्वामाल,1 क,319,कृषि क्षेत्र,
इनर्वामाल,1 क,323,कृषि क्षेत्र,
इनर्वामाल,1 क,324,कृषि क्षेत्र,
इनर्वामाल,1 क,325,कृषि क्षेत्र,
इनर्वामाल,1 क,326,कृषि क्षेत्र,
इनर्वामाल,1 क,327,कृषि क्षेत्र,
इनर्वामाल,1 क,330,कृषि क्षेत्र,
इनर्वामाल,1 क,333,कृषि क्षेत्र,
इनर्वामाल,1 क,334,कृषि क्षेत्र,
इनर्वामाल,1 क,335,कृषि क्षेत्र,
इनर्वामाल,1 क,337,कृषि क्षेत्र,
इनर्वामाल,1 क,338,कृषि क्षेत्र,
इनर्वामाल,1 क,339,कृषि क्षेत्र,
इनर्वामाल,1 क,339,कृषि क्षेत्र,
इनर्वामाल,1 क,343,कृषि क्षेत्र,
इनर्वामाल,1 क,344,कृषि क्षेत्र,
इनर्वामाल,1 क,345,कृषि क्षेत्र,
इनर्वामाल,1 क,346,कृषि क्षेत्र,
इनर्वामाल,1 क,348,कृषि क्षेत्र,
इनर्वामाल,1 क,349,कृषि क्षेत्र,
इनर्वामाल,1 क,352,आवासीय क्षेत्र,
इनर्वामाल,1 क,353,आवासीय क्षेत्र,
इनर्वामाल,1 क,354,आवासीय क्षेत्र,
इनर्वामाल,1 क,355,आवासीय क्षेत्र,
इनर्वामाल,1 क,355,आवासीय क्षेत्र,
इनर्वामाल,1 क,357,आवासीय क्षेत्र,
इनर्वामाल,1 क,358,आवासीय क्षेत्र,
इनर्वामाल,1 क,358,कृषि क्षेत्र,
इनर्वामाल,1 क,358,आवासीय क्षेत्र,
इनर्वामाल,1 क,358,आवासीय क्षेत्र,
इनर्वामाल,1 क,358,आवासीय क्षेत्र,
इनर्वामाल,1 क,358,आवासीय क्षेत्र,
इनर्वामाल,1 क,358,आवासीय क्षेत्र,
इनर्वामाल,1 क,358,आवासीय क्षेत्र,
इनर्वामाल,1 क,358,कृषि क्षेत्र,
इनर्वामाल,1 क,358,कृषि क्षेत्र,
इनर्वामाल,1 क,358,कृषि क्षेत्र,
इनर्वामाल,1 क,358,कृषि क्षेत्र,
इनर्वामाल,1 क,359,आवासीय क्षेत्र,
इनर्वामाल,1 क,359,कृषि क्षेत्र,
इनर्वामाल,1 क,359,कृषि क्षेत्र,
इनर्वामाल,1 क,359,कृषि क्षेत्र,
इनर्वामाल,1 क,359,आवासीय क्षेत्र,
इनर्वामाल,1 क,362,कृषि क्षेत्र,
इनर्वामाल,1 क,363,कृषि क्षेत्र,
इनर्वामाल,1 क,364,कृषि क्षेत्र,
इनर्वामाल,1 क,365,"नदी, खोला, ताल, सिमसार क्षेत्र",
इनर्वामाल,1 क,366,सार्वजनिक उपयोगको क्षेत्र,
इनर्वामाल,1 क,368,सार्वजनिक उपयोगको क्षेत्र,
इनर्वामाल,1 क,369,"नदी, खोला, ताल, सिमसार क्षेत्र",
इनर्वामाल,1 क,370,सार्वजनिक उपयोगको क्षेत्र,
इनर्वामाल,1 क,371,"नदी, खोला, ताल, सिमसार क्षेत्र",
इनर्वामाल,1 क,373,कृषि क्षेत्र,
इनर्वामाल,1 क,377,आवासीय क्षेत्र,
इनर्वामाल,1 क,378,आवासीय क्षेत्र,
इनर्वामाल,1 क,379,कृषि क्षेत्र,
इनर्वामाल,1 क,380,कृषि क्षेत्र,
इनर्वामाल,1 क,381,कृषि क्षेत्र,
इनर्वामाल,1 क,382,कृषि क्षेत्र,
इनर्वामाल,1 क,383,कृषि क्षेत्र,
इनर्वामाल,1 क,383,कृषि क्षेत्र,
इनर्वामाल,1 क,384,कृषि क्षेत्र,
इनर्वामाल,1 क,386,कृषि क्षेत्र,
इनर्वामाल,1 क,387,कृषि क्षेत्र,
इनर्वामाल,1 क,388,कृषि क्षेत्र,
इनर्वामाल,1 क,389,कृषि क्षेत्र,
इनर्वामाल,1 क,390,कृषि क्षेत्र,
इनर्वामाल,1 क,391,कृषि क्षेत्र,
इनर्वामाल,1 क,392,कृषि क्षेत्र,
इनर्वामाल,1 क,393,कृषि क्षेत्र,
इनर्वामाल,1 क,394,कृषि क्षेत्र,
इनर्वामाल,1 क,403,आवासीय क्षेत्र,
इनर्वामाल,1 क,407,आवासीय क्षेत्र,
इनर्वामाल,1 क,407,आवासीय क्षेत्र,
इनर्वामाल,1 क,408,आवासीय क्षेत्र,
इनर्वामाल,1 क,415,आवासीय क्षेत्र,
इनर्वामाल,1 क,417,आवासीय क्षेत्र,
इनर्वामाल,1 क,418,सार्वजनिक उपयोगको क्षेत्र,
इनर्वामाल,1 क,420,आवासीय क्षेत्र,
इनर्वामाल,1 क,421,आवासीय क्षेत्र,
इनर्वामाल,1 क,422,आवासीय क्षेत्र,
इनर्वामाल,1 क,423,कृषि क्षेत्र,
इनर्वामाल,1 क,425,कृषि क्षेत्र,
इनर्वामाल,1 क,426,कृषि क्षेत्र,
इनर्वामाल,1 क,430,कृषि क्षेत्र,
इनर्वामाल,1 क,431,कृषि क्षेत्र,
इनर्वामाल,1 क,432,कृषि क्षेत्र,
इनर्वामाल,1 क,433,कृषि क्षेत्र,
इनर्वामाल,1 क,434,कृषि क्षेत्र,
इनर्वामाल,1 क,437,आवासीय क्षेत्र,
इनर्वामाल,1 क,437,कृषि क्षेत्र,
इनर्वामाल,1 क,438,कृषि क्षेत्र,
इनर्वामाल,1 क,439,कृषि क्षेत्र,
इनर्वामाल,1 क,439,कृषि क्षेत्र,
इनर्वामाल,1 क,439,कृषि क्षेत्र,
इनर्वामाल,1 क,440,कृषि क्षेत्र,
इनर्वामाल,1 क,442,आवासीय क्षेत्र,
इनर्वामाल,1 क,443,कृषि क्षेत्र,
इनर्वामाल,1 क,444,कृषि क्षेत्र,
इनर्वामाल,1 क,446,कृषि क्षेत्र,
इनर्वामाल,1 क,447,आवासीय क्षेत्र,
इनर्वामाल,1 क,448,आवासीय क्षेत्र,
इनर्वामाल,1 क,449,आवासीय क्षेत्र,
इनर्वामाल,1 क,452,कृषि क्षेत्र,
इनर्वामाल,1 क,453,कृषि क्षेत्र,
इनर्वामाल,1 क,454,आवासीय क्षेत्र,
इनर्वामाल,1 क,455,आवासीय क्षेत्र,
इनर्वामाल,1 क,456,आवासीय क्षेत्र,
इनर्वामाल,1 क,457,आवासीय क्षेत्र,
इनर्वामाल,1 क,459,आवासीय क्षेत्र,
इनर्वामाल,1 क,460,आवासीय क्षेत्र,
इनर्वामाल,1 क,461,आवासीय क्षेत्र,
इनर्वामाल,1 क,462,आवासीय क्षेत्र,
इनर्वामाल,1 क,464,कृषि क्षेत्र,
इनर्वामाल,1 क,465,कृषि क्षेत्र,
इनर्वामाल,1 क,467,कृषि क्षेत्र,
इनर्वामाल,1 क,468,कृषि क्षेत्र,
इनर्वामाल,1 क,469,कृषि क्षेत्र,
इनर्वामाल,1 क,470,कृषि क्षेत्र,
इनर्वामाल,1 क,471,कृषि क्षेत्र,
इनर्वामाल,1 क,472,कृषि क्षेत्र,
इनर्वामाल,1 क,473,कृषि क्षेत्र,
इनर्वामाल,1 क,475,कृषि क्षेत्र,
इनर्वामाल,1 क,476,कृषि क्षेत्र,
इनर्वामाल,1 क,478,कृषि क्षेत्र,
इनर्वामाल,1 क,479,कृषि क्षेत्र,
इनर्वामाल,1 क,480,कृषि क्षेत्र,
इनर्वामाल,1 क,481,कृषि क्षेत्र,
इनर्वामाल,1 क,483,आवासीय क्षेत्र,
इनर्वामाल,1 क,488,आवासीय क्षेत्र,
इनर्वामाल,1 क,489,आवासीय क्षेत्र,
इनर्वामाल,1 क,490,आवासीय क्षेत्र,
इनर्वामाल,1 क,501,कृषि क्षेत्र,
इनर्वामाल,1 क,502,कृषि क्षेत्र,
इनर्वामाल,1 क,503,कृषि क्षेत्र,
इनर्वामाल,1 क,504,कृषि क्षेत्र,
इनर्वामाल,1 क,506,कृषि क्षेत्र,
इनर्वामाल,1 क,507,आवासीय क्षेत्र,
इनर्वामाल,1 क,507,कृषि क्षेत्र,
इनर्वामाल,1 क,508,कृषि क्षेत्र,
इनर्वामाल,1 क,508,कृषि क्षेत्र,
इनर्वामाल,1 क,509,कृषि क्षेत्र,
इनर्वामाल,1 क,510,आवासीय क्षेत्र,
इनर्वामाल,1 क,511,आवासीय क्षेत्र,
इनर्वामाल,1 क,512,आवासीय क्षेत्र,
इनर्वामाल,1 क,516,कृषि क्षेत्र,
इनर्वामाल,1 क,518,कृषि क्षेत्र,
इनर्वामाल,1 क,519,आवासीय क्षेत्र,
इनर्वामाल,1 क,524,आवासीय क्षेत्र,
इनर्वामाल,1 क,536,कृषि क्षेत्र,
इनर्वामाल,1 क,538,कृषि क्षेत्र,
इनर्वामाल,1 क,540,कृषि क्षेत्र,
इनर्वामाल,1 क,541,कृषि क्षेत्र,
इनर्वामाल,1 क,542,कृषि क्षेत्र,
इनर्वामाल,1 क,543,कृषि क्षेत्र,
इनर्वामाल,1 क,544,कृषि क्षेत्र,
इनर्वामाल,1 क,545,कृषि क्षेत्र,
इनर्वामाल,1 क,554,आवासीय क्षेत्र,
इनर्वामाल,1 क,555,कृषि क्षेत्र,
इनर्वामाल,1 क,556,कृषि क्षेत्र,
इनर्वामाल,1 क,557,कृषि क्षेत्र,
इनर्वामाल,1 क,558,आवासीय क्षेत्र,
इनर्वामाल,1 क,559,आवासीय क्षेत्र,
इनर्वामाल,1 क,562,कृषि क्षेत्र,
इनर्वामाल,1 क,563,कृषि क्षेत्र,
इनर्वामाल,1 क,565,कृषि क्षेत्र,
इनर्वामाल,1 क,566,आवासीय क्षेत्र,
इनर्वामाल,1 क,580,आवासीय क्षेत्र,
इनर्वामाल,1 क,582,कृषि क्षेत्र,
इनर्वामाल,1 क,583,आवासीय क्षेत्र,
इनर्वामाल,1 क,584,आवासीय क्षेत्र,
इनर्वामाल,1 क,590,कृषि क्षेत्र,
इनर्वामाल,1 क,592,आवासीय क्षेत्र,
इनर्वामाल,1 क,593,कृषि क्षेत्र,
इनर्वामाल,1 क,594,कृषि क्षेत्र,
इनर्वामाल,1 क,596,आवासीय क्षेत्र,
इनर्वामाल,1 क,598,आवासीय क्षेत्र,
इनर्वामाल,1 क,600,आवासीय क्षेत्र,
इनर्वामाल,1 क,600,आवासीय क्षेत्र,
इनर्वामाल,1 क,600,आवासीय क्षेत्र,
इनर्वामाल,1 क,602,आवासीय क्षेत्र,
इनर्वामाल,1 क,603,कृषि क्षेत्र,
इनर्वामाल,1 क,603,आवासीय क्षेत्र,
इनर्वामाल,1 क,603,आवासीय क्षेत्र,
इनर्वामाल,1 क,605,कृषि क्षेत्र,
इनर्वामाल,1 क,606,कृषि क्षेत्र,
इनर्वामाल,1 क,606,कृषि क्षेत्र,
इनर्वामाल,1 क,607,कृषि क्षेत्र,
इनर्वामाल,1 क,608,कृषि क्षेत्र,
इनर्वामाल,1 क,610,कृषि क्षेत्र,
इनर्वामाल,1 क,611,कृषि क्षेत्र,
इनर्वामाल,1 क,611,कृषि क्षेत्र,
इनर्वामाल,1 क,613,कृषि क्षेत्र,
इनर्वामाल,1 क,614,कृषि क्षेत्र,
इनर्वामाल,1 क,614,कृषि क्षेत्र,
इनर्वामाल,1 क,615,कृषि क्षेत्र,
इनर्वामाल,1 क,616,कृषि क्षेत्र,
इनर्वामाल,1 क,617,कृषि क्षेत्र,
इनर्वामाल,1 क,618,कृषि क्षेत्र,
इनर्वामाल,1 क,619,कृषि क्षेत्र,
इनर्वामाल,1 क,621,कृषि क्षेत्र,
इनर्वामाल,1 क,622,कृषि क्षेत्र,
इनर्वामाल,1 क,622,कृषि क्षेत्र,
इनर्वामाल,1 क,624,आवासीय क्षेत्र,
इनर्वामाल,1 क,625,आवासीय क्षेत्र,
इनर्वामाल,1 क,634,कृषि क्षेत्र,
इनर्वामाल,1 क,635,कृषि क्षेत्र,
इनर्वामाल,1 क,650,कृषि क्षेत्र,
इनर्वामाल,1 क,652,कृषि क्षेत्र,
इनर्वामाल,1 क,653,कृषि क्षेत्र,
इनर्वामाल,1 क,654,कृषि क्षेत्र,
इनर्वामाल,1 क,656,कृषि क्षेत्र,
इनर्वामाल,1 क,679,कृषि क्षेत्र,
इनर्वामाल,1 क,680,कृषि क्षेत्र,
इनर्वामाल,1 क,680,कृषि क्षेत्र,
इनर्वामाल,1 क,688,आवासीय क्षेत्र,
इनर्वामाल,1 क,689,आवासीय क्षेत्र,
इनर्वामाल,1 क,690,आवासीय क्षेत्र,
इनर्वामाल,1 क,706,कृषि क्षेत्र,
इनर्वामाल,1 क,707,कृषि क्षेत्र,
इनर्वामाल,1 क,712,आवासीय क्षेत्र,
इनर्वामाल,1 क,713,आवासीय क्षेत्र,
इनर्वामाल,1 क,731,आवासीय क्षेत्र,
इनर्वामाल,1 क,736,कृषि क्षेत्र,
इनर्वामाल,1 क,737,कृषि क्षेत्र,
इनर्वामाल,1 क,738,कृषि क्षेत्र,
इनर्वामाल,1 क,746,कृषि क्षेत्र,
इनर्वामाल,1 क,747,आवासीय क्षेत्र,
इनर्वामाल,1 क,750,आवासीय क्षेत्र,
इनर्वामाल,1 क,751,आवासीय क्षेत्र,
इनर्वामाल,1 क,753,आवासीय क्षेत्र,
इनर्वामाल,1 क,753,आवासीय क्षेत्र,
इनर्वामाल,1 क,754,आवासीय क्षेत्र,
इनर्वामाल,1 क,755,आवासीय क्षेत्र,
इनर्वामाल,1 क,760,कृषि क्षेत्र,
इनर्वामाल,1 क,761,कृषि क्षेत्र,
इनर्वामाल,1 क,781,आवासीय क्षेत्र,
इनर्वामाल,1 क,790,आवासीय क्षेत्र,
इनर्वामाल,1 क,794,आवासीय क्षेत्र,
इनर्वामाल,1 क,795,आवासीय क्षेत्र,
इनर्वामाल,1 क,796,आवासीय क्षेत्र,
इनर्वामाल,1 क,797,कृषि क्षेत्र,
इनर्वामाल,1 क,798,कृषि क्षेत्र,
इनर्वामाल,1 क,898,कृषि क्षेत्र,
